session_id,date,day_of_week,start_time,end_time,hour_of_day,time_of_day,duration_min,topic,topic_type,difficulty_1_5,sleep_hours,energy_before_1_10,distraction_level_1_10,break_before_days,location,device_used,completion_percent,focus_score_1_10,notes
S0469,2025-08-06,Wednesday,07:20,09:05,7,Morning,105,Big Data Analytics,Data Engineering,4,8.6,3,2,0,Study Room,Laptop,78,4,"Low energy, needed more breaks than expected"
S0470,2025-08-06,Wednesday,09:20,10:20,9,Morning,60,SQL Practice,Programming,3,6.3,7,6,0,Home Desk,Notebook,81,5,"Low energy, needed more breaks than expected"
S0471,2025-08-07,Thursday,10:30,11:20,10,Morning,50,Deep Learning,ML,5,6.2,7,3,0,Study Room,Laptop + Notebook,71,6,"Decent session, some distractions but useful progress"
S0472,2025-08-07,Thursday,11:15,11:50,11,Morning,35,Linear Algebra,Math,4,7.9,5,4,0,University Library,Laptop,65,5,"Low energy, needed more breaks than expected"
S0473,2025-08-10,Sunday,10:30,11:15,10,Morning,45,Data Visualization,Data Analysis,2,7.0,5,2,2,Study Room,Tablet,92,8,"High clarity, strong concentration, completed planned tasks"
S0474,2025-08-11,Monday,08:30,10:00,8,Morning,90,Deep Learning,ML,5,7.7,3,1,0,Study Room,Notebook,100,8,"High clarity, strong concentration, completed planned tasks"
S0475,2025-08-12,Tuesday,09:15,10:05,9,Morning,50,Data Visualization,Data Analysis,2,7.4,5,1,0,Study Room,Notebook,100,8,"High clarity, strong concentration, completed planned tasks"
S0476,2025-08-13,Wednesday,08:45,09:35,8,Morning,50,German Language,Language,3,6.9,2,3,0,Study Room,Notebook,83,6,"Decent session, some distractions but useful progress"
S0477,2025-08-14,Thursday,11:15,12:45,11,Morning,90,German Language,Language,3,6.8,6,1,0,University Library,Laptop,80,8,"High clarity, strong concentration, completed planned tasks"
S0478,2025-08-15,Friday,10:45,11:45,10,Morning,60,Generative AI,GenAI,4,6.5,7,3,0,Cafe,Laptop,98,9,"High clarity, strong concentration, completed planned tasks"
S0479,2025-08-16,Saturday,21:45,23:15,21,Night,90,Machine Learning,ML,4,7.4,6,5,0,Study Room,Laptop,76,6,"Decent session, some distractions but useful progress"
S0480,2025-08-17,Sunday,14:45,15:35,14,Afternoon,50,Python Programming,Programming,3,8.6,4,2,0,University Library,Laptop + Notebook,92,8,"High clarity, strong concentration, completed planned tasks"
S0481,2025-08-19,Tuesday,08:45,09:20,8,Morning,35,Deep Learning,ML,5,6.4,5,2,1,Home Desk,Tablet,77,5,"Low energy, needed more breaks than expected"
S0482,2025-08-20,Wednesday,16:30,17:15,16,Afternoon,45,German Language,Language,3,7.4,8,2,0,University Library,Laptop + Notebook,78,6,"Decent session, some distractions but useful progress"
S0483,2025-08-20,Wednesday,09:00,09:45,9,Morning,45,Python Programming,Programming,3,6.1,4,3,0,University Library,Laptop,64,5,"Low energy, needed more breaks than expected"
S0484,2025-08-21,Thursday,18:15,19:05,18,Evening,50,Generative AI,GenAI,4,7.7,4,2,0,Home Desk,Tablet,61,5,"Low energy, needed more breaks than expected"
S0485,2025-08-22,Friday,10:45,12:45,10,Morning,120,Deep Learning,ML,5,7.3,3,1,0,Study Room,Notebook,87,8,"High clarity, strong concentration, completed planned tasks"
S0486,2025-08-24,Sunday,22:30,00:15,22,Night,105,Statistics,Math,4,6.2,5,1,1,Study Room,Laptop,99,5,"Low energy, needed more breaks than expected"
S0487,2025-08-26,Tuesday,18:00,19:15,18,Evening,75,German Language,Language,3,6.9,3,3,1,Home Desk,Tablet,96,5,"Low energy, needed more breaks than expected"
S0488,2025-08-27,Wednesday,08:10,09:55,8,Morning,105,German Language,Language,3,8.2,7,3,0,Study Room,Laptop,96,9,"High clarity, strong concentration, completed planned tasks"
S0489,2025-08-28,Thursday,10:45,12:45,10,Morning,120,Data Visualization,Data Analysis,2,6.8,4,4,0,Study Room,Tablet,92,7,"Decent session, some distractions but useful progress"
S0490,2025-08-29,Friday,16:10,17:55,16,Afternoon,105,Deep Learning,ML,5,6.9,6,4,0,Home Desk,Laptop + Notebook,81,5,"Low energy, needed more breaks than expected"
S0491,2025-08-30,Saturday,09:30,10:20,9,Morning,50,Deep Learning,ML,5,5.6,6,4,0,Home Desk,Laptop,89,6,"Decent session, some distractions but useful progress"
S0492,2025-08-30,Saturday,11:15,13:30,11,Morning,135,Deep Learning,ML,5,7.3,8,4,0,Cafe,Laptop + Notebook,86,6,"Decent session, some distractions but useful progress"
S0493,2025-08-31,Sunday,09:10,10:00,9,Morning,50,Machine Learning,ML,4,5.2,5,1,0,Study Room,Laptop + Notebook,93,7,"Decent session, some distractions but useful progress"
S0494,2025-09-01,Monday,21:45,23:30,21,Night,105,Deep Learning,ML,5,5.8,4,5,0,University Library,Notebook,54,1,"Low energy, needed more breaks than expected"
S0495,2025-09-02,Tuesday,22:20,00:05,22,Night,105,SQL Practice,Programming,3,5.7,6,3,0,Cafe,Notebook,77,5,"Low energy, needed more breaks than expected"
S0496,2025-09-02,Tuesday,12:45,14:00,12,Afternoon,75,Deep Learning,ML,5,7.2,7,6,0,Study Room,Notebook,89,4,"Low energy, needed more breaks than expected"
S0497,2025-09-03,Wednesday,07:30,08:20,7,Morning,50,Python Programming,Programming,3,7.3,6,7,0,Study Room,Notebook,78,2,Frequent interruptions reduced flow
S0498,2025-09-05,Friday,11:15,13:00,11,Morning,105,Big Data Analytics,Data Engineering,4,7.1,8,4,1,Home Desk,Laptop,100,7,"Decent session, some distractions but useful progress"
S0499,2025-09-05,Friday,15:00,15:50,15,Afternoon,50,Deep Learning,ML,5,7.1,6,5,0,University Library,Laptop,81,5,"Low energy, needed more breaks than expected"
S0500,2025-09-06,Saturday,16:10,18:25,16,Afternoon,135,Generative AI,GenAI,4,7.3,6,5,0,Cafe,Laptop,84,5,"Low energy, needed more breaks than expected"
S0501,2025-09-08,Monday,21:15,22:15,21,Night,60,SQL Practice,Programming,3,7.8,6,1,1,Home Desk,Notebook,84,8,"High clarity, strong concentration, completed planned tasks"
S0502,2025-09-09,Tuesday,08:00,10:00,8,Morning,120,Big Data Analytics,Data Engineering,4,6.6,5,1,0,University Library,Notebook,100,8,"High clarity, strong concentration, completed planned tasks"
S0503,2025-09-09,Tuesday,20:00,20:50,20,Evening,50,Deep Learning,ML,5,7.6,6,1,0,Study Room,Notebook,83,6,"Decent session, some distractions but useful progress"
S0504,2025-09-11,Thursday,07:45,08:45,7,Morning,60,Data Visualization,Data Analysis,2,6.2,4,3,1,Cafe,Laptop,49,3,"Low energy, needed more breaks than expected"
S0505,2025-09-12,Friday,11:45,12:35,11,Morning,50,Generative AI,GenAI,4,5.9,8,3,0,University Library,Tablet,91,7,"Decent session, some distractions but useful progress"
S0506,2025-09-13,Saturday,08:15,10:00,8,Morning,105,Linear Algebra,Math,4,6.9,6,3,0,Home Desk,Tablet,89,7,"Decent session, some distractions but useful progress"
S0507,2025-09-14,Sunday,15:20,16:20,15,Afternoon,60,Linear Algebra,Math,4,6.8,6,6,0,Study Room,Laptop,84,5,"Low energy, needed more breaks than expected"
S0508,2025-09-14,Sunday,22:10,23:55,22,Night,105,Python Programming,Programming,3,7.9,6,3,0,Home Desk,Tablet,81,5,"Low energy, needed more breaks than expected"
S0509,2025-09-15,Monday,15:10,16:40,15,Afternoon,90,SQL Practice,Programming,3,7.7,5,2,0,Study Room,Tablet,93,7,"Decent session, some distractions but useful progress"
S0510,2025-09-16,Tuesday,08:00,10:15,8,Morning,135,Deep Learning,ML,5,7.5,4,5,0,Cafe,Laptop + Notebook,70,4,"Low energy, needed more breaks than expected"
S0511,2025-09-17,Wednesday,18:10,18:55,18,Evening,45,Deep Learning,ML,5,6.1,7,3,0,University Library,Laptop + Notebook,74,4,"Low energy, needed more breaks than expected"
S0512,2025-09-18,Thursday,20:30,22:00,20,Evening,90,Python Programming,Programming,3,8.1,4,6,0,University Library,Tablet,82,5,"Low energy, needed more breaks than expected"
S0513,2025-09-20,Saturday,15:20,17:20,15,Afternoon,120,Linear Algebra,Math,4,9.2,7,5,1,University Library,Laptop + Notebook,91,6,"Decent session, some distractions but useful progress"
S0514,2025-09-21,Sunday,18:30,20:30,18,Evening,120,Machine Learning,ML,4,7.0,5,2,0,University Library,Tablet,78,5,"Low energy, needed more breaks than expected"
S0515,2025-09-22,Monday,18:00,19:00,18,Evening,60,Python Programming,Programming,3,5.3,8,2,0,Home Desk,Laptop,93,6,"Decent session, some distractions but useful progress"
S0516,2025-09-22,Monday,21:15,23:30,21,Night,135,Data Visualization,Data Analysis,2,6.2,5,6,0,Study Room,Tablet,72,2,"Low energy, needed more breaks than expected"
S0517,2025-09-24,Wednesday,09:10,10:00,9,Morning,50,Big Data Analytics,Data Engineering,4,6.1,8,2,1,Home Desk,Notebook,88,7,"Decent session, some distractions but useful progress"
S0518,2025-09-26,Friday,08:30,09:20,8,Morning,50,Data Visualization,Data Analysis,2,8.8,7,6,1,Home Desk,Tablet,92,7,"Decent session, some distractions but useful progress"
S0519,2025-09-26,Friday,20:30,21:05,20,Evening,35,Statistics,Math,4,8.0,7,3,0,Home Desk,Laptop,78,5,"Low energy, needed more breaks than expected"
S0520,2025-09-27,Saturday,12:00,14:15,12,Afternoon,135,Deep Learning,ML,5,8.0,5,3,0,Home Desk,Notebook,83,7,"Decent session, some distractions but useful progress"
S0521,2025-10-01,Wednesday,08:15,09:00,8,Morning,45,SQL Practice,Programming,3,4.5,4,3,3,Cafe,Tablet,80,3,"Restart after long gap, took time to regain rhythm"
S0522,2025-10-01,Wednesday,18:15,20:15,18,Evening,120,SQL Practice,Programming,3,8.7,7,2,0,Home Desk,Laptop,79,7,"Decent session, some distractions but useful progress"
S0523,2025-10-02,Thursday,09:15,10:05,9,Morning,50,Python Programming,Programming,3,6.2,5,4,0,University Library,Notebook,76,6,"Decent session, some distractions but useful progress"
S0524,2025-10-03,Friday,12:20,14:35,12,Afternoon,135,Big Data Analytics,Data Engineering,4,7.1,6,5,0,University Library,Laptop,85,5,"Low energy, needed more breaks than expected"
S0525,2025-10-08,Wednesday,18:10,19:25,18,Evening,75,SQL Practice,Programming,3,6.6,8,3,4,Home Desk,Laptop + Notebook,96,5,"Restart after long gap, took time to regain rhythm"
S0526,2025-10-08,Wednesday,15:45,17:30,15,Afternoon,105,Data Visualization,Data Analysis,2,6.3,7,1,0,Study Room,Laptop + Notebook,97,8,"High clarity, strong concentration, completed planned tasks"
S0527,2025-10-09,Thursday,15:45,18:00,15,Afternoon,135,Big Data Analytics,Data Engineering,4,7.4,6,6,0,Home Desk,Laptop + Notebook,81,4,"Low energy, needed more breaks than expected"
S0528,2025-10-10,Friday,10:20,12:20,10,Morning,120,Machine Learning,ML,4,7.5,8,4,0,Study Room,Laptop + Notebook,100,9,"High clarity, strong concentration, completed planned tasks"
S0529,2025-10-11,Saturday,14:10,15:55,14,Afternoon,105,Data Visualization,Data Analysis,2,5.1,7,5,0,Study Room,Laptop + Notebook,93,5,"Low energy, needed more breaks than expected"
S0530,2025-10-13,Monday,09:00,09:45,9,Morning,45,Data Visualization,Data Analysis,2,5.4,5,1,1,University Library,Laptop,81,7,"Decent session, some distractions but useful progress"
S0531,2025-10-16,Thursday,12:20,12:55,12,Afternoon,35,Machine Learning,ML,4,7.0,6,1,2,Home Desk,Laptop + Notebook,99,5,"Low energy, needed more breaks than expected"
S0532,2025-10-18,Saturday,14:00,15:15,14,Afternoon,75,Big Data Analytics,Data Engineering,4,5.4,3,5,1,University Library,Laptop + Notebook,85,3,"Low energy, needed more breaks than expected"
S0533,2025-10-19,Sunday,12:45,15:00,12,Afternoon,135,Generative AI,GenAI,4,8.0,7,1,0,Study Room,Laptop + Notebook,94,6,"Decent session, some distractions but useful progress"
S0534,2025-10-19,Sunday,22:30,23:15,22,Night,45,Linear Algebra,Math,4,8.6,2,3,0,Home Desk,Tablet,82,4,"Low energy, needed more breaks than expected"
S0535,2025-10-20,Monday,08:10,10:10,8,Morning,120,SQL Practice,Programming,3,6.3,7,1,0,Study Room,Notebook,100,10,"High clarity, strong concentration, completed planned tasks"
S0536,2025-10-21,Tuesday,11:30,13:00,11,Morning,90,Statistics,Math,4,6.4,6,7,0,University Library,Laptop,65,4,Frequent interruptions reduced flow
S0537,2025-10-21,Tuesday,18:15,20:00,18,Evening,105,Statistics,Math,4,6.1,4,3,0,Study Room,Laptop,73,3,"Low energy, needed more breaks than expected"
S0538,2025-10-23,Thursday,16:10,17:55,16,Afternoon,105,Data Visualization,Data Analysis,2,6.6,7,2,1,Home Desk,Notebook,83,7,"Decent session, some distractions but useful progress"
S0539,2025-10-25,Saturday,22:10,22:45,22,Night,35,Data Visualization,Data Analysis,2,7.7,5,2,1,Study Room,Notebook,95,6,"Decent session, some distractions but useful progress"
S0540,2025-10-26,Sunday,09:00,09:45,9,Morning,45,Python Programming,Programming,3,8.1,8,3,0,Study Room,Tablet,75,9,"High clarity, strong concentration, completed planned tasks"
S0541,2025-10-27,Monday,10:00,12:15,10,Morning,135,German Language,Language,3,8.1,7,6,0,Study Room,Laptop + Notebook,90,6,"Decent session, some distractions but useful progress"
S0542,2025-10-27,Monday,18:00,19:45,18,Evening,105,Big Data Analytics,Data Engineering,4,5.7,9,4,0,University Library,Notebook,94,7,"Decent session, some distractions but useful progress"
S0543,2025-10-28,Tuesday,14:10,15:40,14,Afternoon,90,Statistics,Math,4,6.4,6,3,0,Study Room,Notebook,80,6,"Decent session, some distractions but useful progress"
S0544,2025-10-29,Wednesday,10:30,12:15,10,Morning,105,SQL Practice,Programming,3,7.2,5,3,0,Study Room,Tablet,78,6,"Decent session, some distractions but useful progress"
S0545,2025-10-30,Thursday,14:45,15:30,14,Afternoon,45,Data Visualization,Data Analysis,2,5.3,7,3,0,Study Room,Laptop,83,6,"Decent session, some distractions but useful progress"
S0546,2025-10-30,Thursday,18:10,19:10,18,Evening,60,Python Programming,Programming,3,8.0,8,5,0,Study Room,Laptop,82,7,"Decent session, some distractions but useful progress"
S0547,2025-10-31,Friday,11:15,12:30,11,Morning,75,Linear Algebra,Math,4,7.1,5,4,0,Study Room,Laptop,82,6,"Decent session, some distractions but useful progress"
S0548,2025-10-31,Friday,20:20,21:10,20,Evening,50,German Language,Language,3,6.8,5,4,0,Study Room,Tablet,89,5,"Low energy, needed more breaks than expected"
S0549,2025-11-01,Saturday,21:10,21:55,21,Night,45,Statistics,Math,4,5.9,7,2,0,Cafe,Laptop + Notebook,88,5,"Low energy, needed more breaks than expected"
S0550,2025-11-03,Monday,09:10,10:55,9,Morning,105,Python Programming,Programming,3,8.2,7,4,1,Home Desk,Laptop + Notebook,93,7,"Decent session, some distractions but useful progress"
S0551,2025-11-03,Monday,10:10,10:55,10,Morning,45,Python Programming,Programming,3,7.8,6,4,0,Study Room,Laptop + Notebook,90,5,"Low energy, needed more breaks than expected"
S0552,2025-11-07,Friday,18:00,19:30,18,Evening,90,German Language,Language,3,7.4,2,5,3,University Library,Laptop + Notebook,70,3,"Restart after long gap, took time to regain rhythm"
S0553,2025-11-08,Saturday,20:00,21:30,20,Evening,90,Deep Learning,ML,5,7.3,5,4,0,Study Room,Laptop + Notebook,70,5,"Low energy, needed more breaks than expected"
S0554,2025-11-11,Tuesday,21:00,22:15,21,Night,75,Python Programming,Programming,3,6.3,7,3,2,Home Desk,Notebook,84,4,"Low energy, needed more breaks than expected"
S0555,2025-11-11,Tuesday,09:15,10:45,9,Morning,90,Data Visualization,Data Analysis,2,6.3,8,3,0,Cafe,Notebook,88,10,"High clarity, strong concentration, completed planned tasks"
S0556,2025-11-14,Friday,10:00,11:00,10,Morning,60,Statistics,Math,4,7.4,7,2,2,Home Desk,Notebook,74,8,"High clarity, strong concentration, completed planned tasks"
S0557,2025-11-18,Tuesday,21:45,22:30,21,Night,45,German Language,Language,3,7.3,7,5,3,Home Desk,Tablet,79,4,"Restart after long gap, took time to regain rhythm"
S0558,2025-11-19,Wednesday,11:30,13:00,11,Morning,90,Deep Learning,ML,5,7.2,8,1,0,Home Desk,Laptop,93,8,"High clarity, strong concentration, completed planned tasks"
S0559,2025-11-20,Thursday,15:15,16:45,15,Afternoon,90,Data Visualization,Data Analysis,2,7.7,6,4,0,Home Desk,Tablet,80,7,"Decent session, some distractions but useful progress"
S0560,2025-11-21,Friday,07:00,07:35,7,Morning,35,Deep Learning,ML,5,9.0,5,7,0,Home Desk,Laptop,59,3,Frequent interruptions reduced flow
S0561,2025-11-21,Friday,18:00,18:45,18,Evening,45,Python Programming,Programming,3,6.0,4,5,0,Study Room,Laptop,43,2,"Low energy, needed more breaks than expected"
S0562,2025-11-23,Sunday,18:20,20:20,18,Evening,120,German Language,Language,3,7.5,5,3,1,Home Desk,Tablet,69,5,"Low energy, needed more breaks than expected"
S0563,2025-11-24,Monday,10:10,11:10,10,Morning,60,Deep Learning,ML,5,7.3,6,4,0,Cafe,Laptop + Notebook,93,6,"Decent session, some distractions but useful progress"
S0564,2025-11-25,Tuesday,12:15,13:30,12,Afternoon,75,Generative AI,GenAI,4,7.9,7,3,0,Study Room,Laptop + Notebook,85,7,"Decent session, some distractions but useful progress"
S0565,2025-11-25,Tuesday,10:10,11:25,10,Morning,75,Deep Learning,ML,5,8.6,4,1,0,Study Room,Tablet,100,8,"High clarity, strong concentration, completed planned tasks"
S0566,2025-11-27,Thursday,10:10,11:00,10,Morning,50,Deep Learning,ML,5,6.7,5,3,1,University Library,Tablet,90,4,"Low energy, needed more breaks than expected"
S0567,2025-11-27,Thursday,14:30,16:30,14,Afternoon,120,Linear Algebra,Math,4,7.0,4,6,0,Cafe,Laptop + Notebook,87,4,"Low energy, needed more breaks than expected"
S0568,2025-11-28,Friday,10:00,11:00,10,Morning,60,Data Visualization,Data Analysis,2,6.5,7,2,0,Study Room,Tablet,91,8,"High clarity, strong concentration, completed planned tasks"
S0569,2025-11-28,Friday,09:45,10:30,9,Morning,45,Linear Algebra,Math,4,6.2,3,4,0,Home Desk,Laptop + Notebook,94,7,"Decent session, some distractions but useful progress"
S0570,2025-11-29,Saturday,14:20,14:55,14,Afternoon,35,Machine Learning,ML,4,7.0,8,2,0,Cafe,Notebook,100,8,"High clarity, strong concentration, completed planned tasks"
S0571,2025-11-30,Sunday,22:15,00:15,22,Night,120,SQL Practice,Programming,3,6.3,7,2,0,Study Room,Laptop,58,4,"Low energy, needed more breaks than expected"
S0572,2025-12-02,Tuesday,09:20,10:20,9,Morning,60,Machine Learning,ML,4,7.3,6,2,1,Home Desk,Tablet,100,8,"High clarity, strong concentration, completed planned tasks"
S0573,2025-12-03,Wednesday,20:20,22:35,20,Evening,135,Generative AI,GenAI,4,6.7,10,3,0,Home Desk,Notebook,73,5,"Low energy, needed more breaks than expected"
S0574,2025-12-03,Wednesday,12:15,13:30,12,Afternoon,75,Big Data Analytics,Data Engineering,4,7.6,5,1,0,Study Room,Laptop,98,8,"High clarity, strong concentration, completed planned tasks"
S0575,2025-12-05,Friday,08:15,08:50,8,Morning,35,Deep Learning,ML,5,6.7,6,7,1,Home Desk,Tablet,69,4,Frequent interruptions reduced flow
S0576,2025-12-05,Friday,22:10,23:55,22,Night,105,Statistics,Math,4,7.1,5,1,0,Home Desk,Tablet,72,5,"Low energy, needed more breaks than expected"
S0577,2025-12-06,Saturday,10:30,12:15,10,Morning,105,German Language,Language,3,7.4,7,2,0,Home Desk,Tablet,92,8,"High clarity, strong concentration, completed planned tasks"
S0578,2025-12-06,Saturday,20:20,22:35,20,Evening,135,German Language,Language,3,7.6,6,3,0,Study Room,Notebook,87,5,"Low energy, needed more breaks than expected"
S0579,2025-12-07,Sunday,07:30,08:05,7,Morning,35,Big Data Analytics,Data Engineering,4,8.2,8,3,0,Cafe,Laptop,80,5,"Low energy, needed more breaks than expected"
S0580,2025-12-07,Sunday,09:45,10:20,9,Morning,35,Data Visualization,Data Analysis,2,6.8,6,2,0,Home Desk,Tablet,95,8,"High clarity, strong concentration, completed planned tasks"
S0581,2025-12-08,Monday,18:00,20:15,18,Evening,135,SQL Practice,Programming,3,7.4,5,5,0,University Library,Tablet,90,4,"Low energy, needed more breaks than expected"
S0582,2025-12-09,Tuesday,16:30,17:30,16,Afternoon,60,Machine Learning,ML,4,7.2,5,3,0,Home Desk,Tablet,86,6,"Decent session, some distractions but useful progress"
S0583,2025-12-10,Wednesday,16:30,17:45,16,Afternoon,75,Statistics,Math,4,8.6,9,3,0,University Library,Laptop + Notebook,100,9,"High clarity, strong concentration, completed planned tasks"
S0584,2025-12-11,Thursday,09:20,10:35,9,Morning,75,Generative AI,GenAI,4,6.6,6,2,0,Study Room,Laptop + Notebook,84,8,"High clarity, strong concentration, completed planned tasks"
S0585,2025-12-14,Sunday,14:00,16:00,14,Afternoon,120,Machine Learning,ML,4,8.3,7,6,2,Cafe,Notebook,71,5,"Low energy, needed more breaks than expected"
S0586,2025-12-15,Monday,15:15,16:45,15,Afternoon,90,Statistics,Math,4,6.6,5,4,0,Cafe,Laptop + Notebook,69,5,"Low energy, needed more breaks than expected"
S0587,2025-12-16,Tuesday,21:15,23:00,21,Night,105,German Language,Language,3,7.5,7,4,0,University Library,Laptop,97,5,"Low energy, needed more breaks than expected"
S0588,2025-12-17,Wednesday,15:20,17:05,15,Afternoon,105,Statistics,Math,4,7.7,5,1,0,University Library,Laptop + Notebook,100,8,"High clarity, strong concentration, completed planned tasks"
S0589,2025-12-17,Wednesday,11:45,13:00,11,Morning,75,Python Programming,Programming,3,5.4,6,4,0,Home Desk,Laptop + Notebook,99,8,"High clarity, strong concentration, completed planned tasks"
S0590,2025-12-21,Sunday,12:00,13:30,12,Afternoon,90,German Language,Language,3,5.2,9,3,3,Cafe,Tablet,80,6,"Decent session, some distractions but useful progress"
S0591,2025-12-22,Monday,18:00,20:00,18,Evening,120,Generative AI,GenAI,4,6.8,7,2,0,University Library,Tablet,75,5,"Low energy, needed more breaks than expected"
S0592,2025-12-23,Tuesday,10:15,11:00,10,Morning,45,Python Programming,Programming,3,7.7,5,2,0,Home Desk,Laptop,84,7,"Decent session, some distractions but useful progress"
S0593,2025-12-23,Tuesday,11:15,11:50,11,Morning,35,German Language,Language,3,5.8,5,5,0,Home Desk,Laptop + Notebook,58,5,"Low energy, needed more breaks than expected"
S0594,2025-12-24,Wednesday,20:45,21:20,20,Evening,35,German Language,Language,3,6.7,5,3,0,Study Room,Laptop + Notebook,75,5,"Low energy, needed more breaks than expected"
S0595,2025-12-25,Thursday,11:10,11:45,11,Morning,35,Data Visualization,Data Analysis,2,7.5,7,3,0,Study Room,Laptop + Notebook,94,7,"Decent session, some distractions but useful progress"
S0596,2025-12-28,Sunday,10:15,12:00,10,Morning,105,SQL Practice,Programming,3,7.8,5,5,2,University Library,Laptop,95,7,"Decent session, some distractions but useful progress"
